Chromosome chrom_length
NW_020129930.1 69719
NW_020129931.1 69634
NW_020129932.1 90479
NW_020129933.1 69493
NW_020129934.1 73013
NW_020129935.1 226855
NW_020129936.1 127090
NW_020129937.1 107162
NW_020129938.1 69202
NW_020129939.1 69110
NW_020129940.1 109446
NW_020129941.1 79757
NW_020129942.1 69043
NW_020129943.1 69012
NW_020129944.1 68935
NW_020129945.1 75570
NW_020129946.1 87548
NW_020129947.1 68880
NW_020129948.1 82323
NW_020129949.1 102647
NW_020129950.1 78448
NW_020129951.1 68694
NW_020129952.1 68547
NW_020129953.1 108623
NW_020129954.1 91479
NW_020129955.1 68494
NW_020129956.1 68492
NW_020129957.1 68444
NW_020129958.1 79585
NW_020129959.1 98746
NW_020129960.1 68329
NW_020129961.1 87375
NW_020129962.1 67948
NW_020129963.1 69090
NW_020129964.1 67881
NW_020129965.1 90351
NW_020129966.1 124776
NW_020129967.1 67700
NW_020129968.1 67613
NW_020129969.1 67541
NW_020129970.1 67511
NW_020129971.1 67409
NW_020129972.1 138337
NW_020129973.1 135581
NW_020129974.1 67286
NW_020129975.1 67266
NW_020129976.1 100560
NW_020129977.1 88609
NW_020129978.1 82964
NW_020129979.1 103898
NW_020129980.1 66988
NW_020129981.1 98362
NW_020129982.1 66833
NW_020129983.1 66819
NW_020129984.1 71624
NW_020129985.1 99465
NW_020129986.1 68970
NW_020129987.1 66711
NW_020129988.1 66662
NW_020129989.1 76849
NW_020129990.1 66599
NW_020129991.1 111223
NW_020129992.1 191126
NW_020129993.1 66440
NW_020129994.1 109112
NW_020129995.1 122270
NW_020129996.1 66233
NW_020129997.1 66222
NW_020129998.1 66188
NW_020129999.1 66125
NW_020130000.1 66074
NW_020130001.1 66054
NW_020130002.1 114371
NW_020130003.1 144255
NW_020130004.1 66955
NW_020130005.1 133295
NW_020130006.1 65748
NW_020130007.1 65679
NW_020130008.1 65644
NW_020130009.1 65592
NW_020130010.1 139767
NW_020130011.1 65574
NW_020130012.1 65547
NW_020130013.1 65530
NW_020130014.1 100755
NW_020130015.1 65329
NW_020130016.1 86214
NW_020130017.1 115475
NW_020130018.1 65180
NW_020130019.1 67189
NW_020130020.1 65014
NW_020130021.1 84650
NW_020130022.1 67677
NW_020130023.1 64899
NW_020130024.1 74093
NW_020130025.1 64881
NW_020130026.1 86395
NW_020130027.1 64822
NW_020130028.1 64779
NW_020130029.1 139324
NW_020130030.1 199963
NW_020130031.1 120402
NW_020130032.1 72869
NW_020130033.1 108190
NW_020130034.1 64330
NW_020130035.1 64275
NW_020130036.1 113413
NW_020130037.1 64265
NW_020130038.1 83868
NW_020130039.1 64226
NW_020130040.1 64215
NW_020130041.1 120126
NW_020130042.1 64088
NW_020130043.1 140007
NW_020130044.1 63962
NW_020130045.1 97799
NW_020130046.1 99418
NW_020130047.1 63924
NW_020130048.1 120323
NW_020130049.1 77915
NW_020130050.1 63707
NW_020130051.1 63704
NW_020130052.1 113553
NW_020130053.1 91205
NW_020130054.1 76926
NW_020130055.1 63486
NW_020130056.1 63463
NW_020130057.1 163810
NW_020130058.1 63380
NW_020130059.1 63377
NW_020130060.1 63263
NW_020130061.1 70501
NW_020130062.1 124239
NW_020130063.1 120073
NW_020130064.1 202780
NW_020130065.1 119063
NW_020130066.1 107748
NW_020130067.1 97296
NW_020130068.1 118254
NW_020130069.1 214910
NW_020130070.1 69483
NW_020130071.1 175971
NW_020130072.1 144759
NW_020130073.1 62504
NW_020130074.1 92195
NW_020130075.1 109276
NW_020130076.1 62318
NW_020130077.1 62279
NW_020130078.1 219110
NW_020130079.1 62194
NW_020130080.1 70679
NW_020130081.1 62090
NW_020130082.1 62031
NW_020130083.1 65661
NW_020130084.1 152567
NW_020130085.1 204748
NW_020130086.1 73522
NW_020130087.1 61799
NW_020130088.1 219787
NW_020130089.1 93171
NW_020130090.1 61510
NW_020130091.1 61474
NW_020130092.1 61419
NW_020130093.1 61417
NW_020130094.1 100584
NW_020130095.1 61365
NW_020130096.1 90833
NW_020130097.1 135082
NW_020130098.1 61308
NW_020130099.1 140571
NW_020130100.1 101969
NW_020130101.1 61140
NW_020130102.1 81577
NW_020130103.1 61085
NW_020130104.1 61019
NW_020130105.1 76014
NW_020130106.1 96737
NW_020130107.1 60840
NW_020130108.1 60830
NW_020130109.1 60795
NW_020130110.1 60778
NW_020130111.1 60755
NW_020130112.1 60718
NW_020130113.1 150621
NW_020130114.1 60710
NW_020130115.1 60706
NW_020130116.1 134344
NW_020130117.1 133315
NW_020130118.1 60578
NW_020130119.1 100515
NW_020130120.1 91144
NW_020130121.1 41133
NW_020130122.1 60525
NW_020130123.1 60462
NW_020130124.1 60429
NW_020130125.1 60325
NW_020130126.1 60282
NW_020130127.1 60218
NW_020130128.1 192849
NW_020130129.1 91024
NW_020130130.1 60101
NW_020130131.1 64571
NW_020130132.1 105664
NW_020130133.1 60039
NW_020130134.1 60025
NW_020130135.1 60023
NW_020130136.1 59972
NW_020130137.1 59860
NW_020130138.1 59855
NW_020130139.1 59817
NW_020130140.1 88046
NW_020130141.1 218915
NW_020130142.1 59790
NW_020130143.1 83415
NW_020130144.1 59757
NW_020130145.1 59750
NW_020130146.1 59647
NW_020130147.1 59610
NW_020130148.1 59602
NW_020130149.1 146132
NW_020130150.1 72096
NW_020130151.1 59535
NW_020130152.1 59421
NW_020130153.1 112724
NW_020130154.1 59399
NW_020130155.1 98340
NW_020130156.1 59342
NW_020130157.1 59337
NW_020130158.1 59227
NW_020130159.1 59217
NW_020130160.1 59214
NW_020130161.1 172140
NW_020130162.1 59191
NW_020130163.1 59141
NW_020130164.1 59137
NW_020130165.1 111992
NW_020130166.1 173215
NW_020130167.1 74054
NW_020130168.1 93407
NW_020130169.1 88023
NW_020130170.1 58971
NW_020130171.1 58936
NW_020130172.1 168992
NW_020130173.1 167205
NW_020130174.1 58824
NW_020130175.1 58769
NW_020130176.1 58759
NW_020130177.1 141176
NW_020130178.1 58745
NW_020130179.1 58708
NW_020130180.1 58681
NW_020130181.1 58653
NW_020130182.1 75293
NW_020130183.1 88666
NW_020130184.1 58540
NW_020130185.1 67081
NW_020130186.1 58432
NW_020130187.1 58404
NW_020130188.1 58322
NW_020130189.1 58297
NW_020130190.1 114692
NW_020130191.1 59935
NW_020130192.1 69169
NW_020130193.1 58113
NW_020130194.1 58109
NW_020130195.1 121375
NW_020130196.1 58023
NW_020130197.1 57987
NW_020130198.1 218114
NW_020130199.1 57881
NW_020130200.1 83767
NW_020130201.1 93967
NW_020130202.1 112144
NW_020130203.1 57663
NW_020130204.1 57627
NW_020130205.1 57584
NW_020130206.1 57577
NW_020130207.1 128186
NW_020130208.1 82581
NW_020130209.1 57468
NW_020130210.1 92565
NW_020130211.1 72586
NW_020130212.1 218836
NW_020130213.1 119283
NW_020130214.1 101557
NW_020130215.1 112561
NW_020130216.1 181116
NW_020130217.1 170680
NW_020130218.1 57031
NW_020130219.1 57026
NW_020130220.1 928982
NW_020130221.1 57011
NW_020130222.1 56944
NW_020130223.1 56938
NW_020130224.1 91395
NW_020130225.1 82592
NW_020130226.1 102410
NW_020130227.1 56847
NW_020130228.1 56754
NW_020130229.1 56711
NW_020130230.1 56624
NW_020130231.1 56590
NW_020130232.1 64855
NW_020130233.1 75009
NW_020130234.1 107626
NW_020130235.1 56513
NW_020130236.1 56494
NW_020130237.1 60110
NW_020130238.1 91847
NW_020130239.1 56439
NW_020130240.1 110349
NW_020130241.1 56392
NW_020130242.1 106150
NW_020130243.1 77411
NW_020130244.1 117109
NW_020130245.1 56216
NW_020130246.1 56146
NW_020130247.1 56137
NW_020130248.1 56078
NW_020130249.1 93060
NW_020130250.1 56054
NW_020130251.1 144926
NW_020130252.1 132951
NW_020130253.1 55915
NW_020130254.1 65438
NW_020130255.1 64310
NW_020130256.1 67329
NW_020130257.1 55661
NW_020130258.1 116772
NW_020130259.1 55622
NW_020130260.1 55621
NW_020130261.1 250190
NW_020130262.1 64230
NW_020130263.1 55521
NW_020130264.1 113151
NW_020130265.1 55495
NW_020130266.1 55489
NW_020130267.1 88427
NW_020130268.1 55477
NW_020130269.1 82626
NW_020130270.1 55442
NW_020130271.1 259697
NW_020130272.1 55322
NW_020130273.1 55321
NW_020130274.1 55181
NW_020130275.1 55175
NW_020130276.1 105802
NW_020130277.1 61680
NW_020130278.1 98419
NW_020130279.1 55066
NW_020130280.1 55040
NW_020130281.1 88471
NW_020130282.1 54957
NW_020130283.1 145545
NW_020130284.1 942102
NW_020130285.1 54908
NW_020130286.1 54850
NW_020130287.1 54830
NW_020130288.1 118805
NW_020130289.1 54730
NW_020130290.1 54651
NW_020130291.1 92330
NW_020130292.1 54528
NW_020130293.1 141871
NW_020130294.1 54481
NW_020130295.1 75444
NW_020130296.1 73656
NW_020130297.1 75487
NW_020130298.1 54339
NW_020130299.1 54329
NW_020130300.1 55626
NW_020130301.1 54308
NW_020130302.1 80915
NW_020130303.1 88541
NW_020130304.1 54115
NW_020130305.1 217867
NW_020130306.1 54032
NW_020130307.1 53974
NW_020130308.1 106765
NW_020130309.1 53901
NW_020130310.1 53886
NW_020130311.1 88959
NW_020130312.1 177667
NW_020130313.1 53817
NW_020130314.1 61632
NW_020130315.1 53733
NW_020130316.1 53724
NW_020130317.1 53718
NW_020130318.1 83312
NW_020130319.1 53684
NW_020130320.1 53665
NW_020130321.1 68684
NW_020130322.1 53570
NW_020130323.1 53561
NW_020130324.1 61954
NW_020130325.1 53545
NW_020130326.1 53545
NW_020130327.1 84505
NW_020130328.1 53528
NW_020130329.1 55881
NW_020130330.1 104179
NW_020130331.1 53473
NW_020130332.1 53415
NW_020130333.1 53414
NW_020130334.1 60536
NW_020130335.1 53380
NW_020130336.1 65760
NW_020130337.1 53347
NW_020130338.1 189257
NW_020130339.1 53292
NW_020130340.1 147470
NW_020130341.1 53228
NW_020130342.1 63230
NW_020130343.1 53200
NW_020130344.1 193631
NW_020130345.1 53177
NW_020130346.1 53131
NW_020130347.1 53124
NW_020130348.1 53110
NW_020130349.1 88956
NW_020130350.1 91914
NW_020130351.1 52950
NW_020130352.1 52937
NW_020130353.1 152894
NW_020130354.1 256763
NW_020130355.1 52858
NW_020130356.1 122495
NW_020130357.1 52825
NW_020130358.1 52798
NW_020130359.1 81580
NW_020130360.1 52777
NW_020130361.1 52771
NW_020130362.1 52727
NW_020130363.1 90229
NW_020130364.1 52632
NW_020130365.1 151302
NW_020130366.1 52602
NW_020130367.1 89927
NW_020130368.1 52595
NW_020130369.1 67640
NW_020130370.1 59583
NW_020130371.1 114042
NW_020130372.1 55816
NW_020130373.1 52400
NW_020130374.1 52304
NW_020130375.1 52283
NW_020130376.1 52239
NW_020130377.1 52208
NW_020130378.1 71532
NW_020130379.1 55136
NW_020130380.1 172133
NW_020130381.1 52064
NW_020130382.1 75400
NW_020130383.1 51991
NW_020130384.1 51956
NW_020130385.1 51907
NW_020130386.1 51894
NW_020130387.1 51783
NW_020130388.1 107044
NW_020130389.1 56904
NW_020130390.1 51738
NW_020130391.1 51737
NW_020130392.1 84945
NW_020130393.1 51545
NW_020130394.1 78560
NW_020130395.1 51517
NW_020130396.1 130267
NW_020130397.1 129788
NW_020130398.1 51425
NW_020130399.1 51404
NW_020130400.1 51396
NW_020130401.1 51392
NW_020130402.1 51324
NW_020130403.1 94204
NW_020130404.1 51188
NW_020130405.1 51166
NW_020130406.1 51131
NW_020130407.1 51058
NW_020130408.1 120925
NW_020130409.1 50954
NW_020130410.1 50916
NW_020130411.1 50913
NW_020130412.1 103300
NW_020130413.1 50808
NW_020130414.1 80114
NW_020130415.1 134008
NW_020130416.1 97381
NW_020130417.1 67079
NW_020130418.1 65362
NW_020130419.1 66905
NW_020130420.1 50640
NW_020130421.1 50607
NW_020130422.1 79147
NW_020130423.1 108115
NW_020130424.1 62682
NW_020130425.1 64835
NW_020130426.1 100902
NW_020130427.1 50470
NW_020130428.1 69050
NW_020130429.1 82724
NW_020130430.1 50316
NW_020130431.1 50311
NW_020130432.1 50305
NW_020130433.1 50302
NW_020130434.1 50286
NW_020130435.1 50270
NW_020130436.1 65019
NW_020130437.1 50181
NW_020130438.1 50136
NW_020130439.1 50123
NW_020130440.1 74356
NW_020130441.1 139522
NW_020130442.1 50039
NW_020130443.1 49985
NW_020130444.1 49984
NW_020130445.1 49982
NW_020130446.1 49936
NW_020130447.1 110032
NW_020130448.1 49851
NW_020130449.1 65269
NW_020130450.1 49798
NW_020130451.1 172177
NW_020130452.1 98325
NW_020130453.1 66550
NW_020130454.1 49652
NW_020130455.1 49642
NW_020130456.1 49632
NW_020130457.1 49558
NW_020130458.1 49542
NW_020130459.1 49464
NW_020130460.1 118338
NW_020130461.1 81907
NW_020130462.1 77182
NW_020130463.1 52240
NW_020130464.1 49302
NW_020130465.1 61317
NW_020130466.1 49249
NW_020130467.1 49249
NW_020130468.1 86504
NW_020130469.1 49211
NW_020130470.1 49093
NW_020130471.1 49066
NW_020130472.1 49058
NW_020130473.1 48976
NW_020130474.1 48891
NW_020130475.1 48877
NW_020130476.1 48859
NW_020130477.1 247903
NW_020130478.1 61794
NW_020130479.1 48819
NW_020130480.1 48744
NW_020130481.1 48701
NW_020130482.1 48699
NW_020130483.1 78273
NW_020130484.1 48622
NW_020130485.1 48604
NW_020130486.1 48570
NW_020130487.1 48524
NW_020130488.1 51762
NW_020130489.1 72242
NW_020130490.1 48450
NW_020130491.1 48440
NW_020130492.1 66019
NW_020130493.1 48407
NW_020130494.1 48370
NW_020130495.1 125816
NW_020130496.1 48268
NW_020130497.1 59669
NW_020130498.1 48233
NW_020130499.1 102117
NW_020130500.1 89001
NW_020130501.1 58590
NW_020130502.1 55058
NW_020130503.1 48169
NW_020130504.1 48167
NW_020130505.1 88840
NW_020130506.1 48143
NW_020130507.1 83250
NW_020130508.1 56599
NW_020130509.1 111277
NW_020130510.1 110608
NW_020130511.1 57271
NW_020130512.1 99707
NW_020130513.1 47978
NW_020130514.1 51060
NW_020130515.1 47954
NW_020130516.1 47937
NW_020130517.1 47900
NW_020130518.1 54201
NW_020130519.1 51865
NW_020130520.1 47877
NW_020130521.1 112469
NW_020130522.1 77609
NW_020130523.1 47687
NW_020130524.1 47676
NW_020130525.1 150221
NW_020130526.1 77316
NW_020130527.1 79979
NW_020130528.1 47494
NW_020130529.1 130861
NW_020130530.1 68523
NW_020130531.1 47398
NW_020130532.1 47381
NW_020130533.1 108782
NW_020130534.1 47318
NW_020130535.1 63085
NW_020130536.1 51532
NW_020130537.1 47270
NW_020130538.1 112955
NW_020130539.1 64991
NW_020130540.1 49745
NW_020130541.1 52751
NW_020130542.1 47156
NW_020130543.1 51379
NW_020130544.1 136194
NW_020130545.1 47054
NW_020130546.1 46975
NW_020130547.1 62784
NW_020130548.1 46935
NW_020130549.1 46909
NW_020130550.1 46905
NW_020130551.1 85514
NW_020130552.1 46853
NW_020130553.1 90593
NW_020130554.1 72675
NW_020130555.1 46749
NW_020130556.1 69860
NW_020130557.1 110700
NW_020130558.1 61751
NW_020130559.1 67996
NW_020130560.1 51697
NW_020130561.1 87033
NW_020130562.1 46596
NW_020130563.1 46552
NW_020130564.1 46536
NW_020130565.1 73586
NW_020130566.1 111347
NW_020130567.1 46446
NW_020130568.1 62850
NW_020130569.1 46405
NW_020130570.1 48750
NW_020130571.1 92321
NW_020130572.1 71890
NW_020130573.1 46349
NW_020130574.1 49740
NW_020130575.1 49735
NW_020130576.1 46204
NW_020130577.1 46193
NW_020130578.1 67451
NW_020130579.1 107387
NW_020130580.1 64307
NW_020130581.1 45982
NW_020130582.1 64123
NW_020130583.1 87503
NW_020130584.1 45959
NW_020130585.1 45954
NW_020130586.1 318783
NW_020130587.1 45911
NW_020130588.1 45865
NW_020130589.1 45795
NW_020130590.1 45770
NW_020130591.1 57155
NW_020130592.1 45667
NW_020130593.1 124262
NW_020130594.1 45599
NW_020130595.1 131621
NW_020130596.1 45557
NW_020130597.1 148346
NW_020130598.1 45521
NW_020130599.1 45485
NW_020130600.1 45464
NW_020130601.1 45411
NW_020130602.1 112667
NW_020130603.1 45241
NW_020130604.1 45221
NW_020130605.1 45187
NW_020130606.1 117640
NW_020130607.1 61896
NW_020130608.1 45164
NW_020130609.1 45151
NW_020130610.1 58869
NW_020130611.1 45027
NW_020130612.1 141718
NW_020130613.1 123693
NW_020130614.1 108106
NW_020130615.1 44909
NW_020130616.1 62934
NW_020130617.1 53961
NW_020130618.1 44836
NW_020130619.1 68434
NW_020130620.1 50964
NW_020130621.1 44796
NW_020130622.1 66320
NW_020130623.1 44745
NW_020130624.1 97111
NW_020130625.1 55881
NW_020130626.1 44607
NW_020130627.1 44572
NW_020130628.1 135123
NW_020130629.1 44538
NW_020130630.1 44511
NW_020130631.1 62136
NW_020130632.1 44434
NW_020130633.1 44408
NW_020130634.1 44377
NW_020130635.1 44360
NW_020130636.1 44216
NW_020130637.1 63973
NW_020130638.1 44120
NW_020130639.1 80954
NW_020130640.1 55586
NW_020130641.1 58833
NW_020130642.1 44075
NW_020130643.1 52194
NW_020130644.1 71937
NW_020130645.1 81448
NW_020130646.1 43981
NW_020130647.1 43943
NW_020130648.1 61247
NW_020130649.1 43905
NW_020130650.1 58253
NW_020130651.1 64817
NW_020130652.1 67221
NW_020130653.1 70934
NW_020130654.1 81381
NW_020130655.1 43792
NW_020130656.1 84943
NW_020130657.1 43702
NW_020130658.1 43697
NW_020130659.1 43694
NW_020130660.1 43692
NW_020130661.1 153993
NW_020130662.1 43688
NW_020130663.1 106137
NW_020130664.1 56758
NW_020130665.1 43659
NW_020130666.1 43653
NW_020130667.1 75554
NW_020130668.1 79407
NW_020130669.1 43508
NW_020130670.1 60018
NW_020130671.1 43486
NW_020130672.1 43479
NW_020130673.1 43474
NW_020130674.1 146362
NW_020130675.1 72685
NW_020130676.1 43400
NW_020130677.1 43385
NW_020130678.1 43321
NW_020130679.1 48630
NW_020130680.1 43270
NW_020130681.1 43251
NW_020130682.1 44415
NW_020130683.1 43228
NW_020130684.1 86724
NW_020130685.1 43185
NW_020130686.1 43168
NW_020130687.1 103549
NW_020130688.1 67858
NW_020130689.1 64058
NW_020130690.1 197018
NW_020130691.1 43116
NW_020130692.1 112634
NW_020130693.1 49819
NW_020130694.1 80187
NW_020130695.1 43074
NW_020130696.1 43045
NW_020130697.1 49395
NW_020130698.1 87531
NW_020130699.1 43030
NW_020130700.1 42994
NW_020130701.1 45380
NW_020130702.1 42879
NW_020130703.1 51645
NW_020130704.1 42864
NW_020130705.1 42860
NW_020130706.1 86580
NW_020130707.1 64427
NW_020130708.1 51170
NW_020130709.1 42780
NW_020130710.1 42777
NW_020130711.1 51394
NW_020130712.1 42692
NW_020130713.1 42647
NW_020130714.1 42628
NW_020130715.1 251088
NW_020130716.1 42615
NW_020130717.1 112144
NW_020130718.1 54187
NW_020130719.1 42569
NW_020130720.1 42542
NW_020130721.1 42531
NW_020130722.1 112836
NW_020130723.1 42429
NW_020130724.1 42419
NW_020130725.1 89020
NW_020130726.1 65021
NW_020130727.1 42404
NW_020130728.1 57288
NW_020130729.1 42396
NW_020130730.1 42378
NW_020130731.1 92092
NW_020130732.1 75282
NW_020130733.1 78480
NW_020130734.1 42243
NW_020130735.1 137484
NW_020130736.1 249720
NW_020130737.1 42152
NW_020130738.1 62082
NW_020130739.1 42109
NW_020130740.1 42080
NW_020130741.1 51025
NW_020130742.1 52037
NW_020130743.1 67705
NW_020130744.1 63384
NW_020130745.1 41931
NW_020130746.1 80851
NW_020130747.1 41853
NW_020130748.1 41803
NW_020130749.1 41790
NW_020130750.1 41774
NW_020130751.1 41730
NW_020130752.1 41691
NW_020130753.1 41667
NW_020130754.1 58384
NW_020130755.1 41661
NW_020130756.1 43072
NW_020130757.1 84591
NW_020130758.1 48486
NW_020130759.1 41548
NW_020130760.1 44749
NW_020130761.1 41498
NW_020130762.1 75019
NW_020130763.1 41482
NW_020130764.1 41477
NW_020130765.1 47560
NW_020130766.1 41401
NW_020130767.1 41390
NW_020130768.1 90977
NW_020130769.1 41360
NW_020130770.1 41356
NW_020130771.1 77213
NW_020130772.1 41346
NW_020130773.1 41341
NW_020130774.1 51128
NW_020130775.1 41291
NW_020130776.1 41252
NW_020130777.1 41199
NW_020130778.1 41190
NW_020130779.1 55864
NW_020130780.1 73801
NW_020130781.1 41141
NW_020130782.1 41106
NW_020130783.1 41094
NW_020130784.1 41086
NW_020130785.1 41072
NW_020130786.1 41071
NW_020130787.1 82535
NW_020130788.1 41048
NW_020130789.1 41046
NW_020130790.1 83960
NW_020130791.1 42525
NW_020130792.1 40995
NW_020130793.1 88242
NW_020130794.1 40927
NW_020130795.1 59866
NW_020130796.1 58612
NW_020130797.1 60718
NW_020130798.1 69454
NW_020130799.1 40815
NW_020130800.1 48624
NW_020130801.1 40761
NW_020130802.1 40722
NW_020130803.1 40710
NW_020130804.1 40696
NW_020130805.1 40624
NW_020130806.1 40614
NW_020130807.1 65592
NW_020130808.1 57216
NW_020130809.1 50048
NW_020130810.1 40521
NW_020130811.1 40471
NW_020130812.1 60415
NW_020130813.1 40449
NW_020130814.1 49438
NW_020130815.1 40427
NW_020130816.1 42659
NW_020130817.1 75298
NW_020130818.1 40369
NW_020130819.1 69646
NW_020130820.1 40327
NW_020130821.1 70472
NW_020130822.1 61825
NW_020130823.1 70089
NW_020130824.1 82848
NW_020130825.1 40119
NW_020130826.1 91503
NW_020130827.1 40067
NW_020130828.1 40031
NW_020130829.1 65655
NW_020130830.1 39999
NW_020130831.1 39993
NW_020130832.1 100745
NW_020130833.1 57057
NW_020130834.1 70373
NW_020130835.1 39972
NW_020130836.1 39962
NW_020130837.1 56733
NW_020130838.1 87069
NW_020130839.1 39936
NW_020130840.1 76948
NW_020130841.1 55163
NW_020130842.1 39907
NW_020130843.1 56450
NW_020130844.1 39864
NW_020130845.1 39855
NW_020130846.1 39854
NW_020130847.1 39818
NW_020130848.1 50560
NW_020130849.1 39698
NW_020130850.1 46518
NW_020130851.1 39653
NW_020130852.1 39633
NW_020130853.1 39614
NW_020130854.1 57026
NW_020130855.1 50837
NW_020130856.1 39597
NW_020130857.1 142607
NW_020130858.1 39492
